survey,item,variable,values,question_text,response_categories,item_category,female_var,female_vals
amb_costarica2016,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_costarica2018,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_costarica2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_dominica2016,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_dominicanrepublic2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_ecuador2018,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_ecuador2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_elsalvador2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_grenada2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_guatemala2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_guyana2016,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_honduras2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_jamaica2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_mexico2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_panama2016,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_panama2018,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_panama2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_paraguay2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_peru2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_stkittsnevis2016,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_stlucia2016,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_stvincent2016,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_suriname2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_trinidad2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_uruguay2016,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_uruguay2018,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_uruguay2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_us2016,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_us2018,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_us2023,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
amb_venezuela2016,future_problem4,env2b,c(4:1),"If nothing is done to reduce climate change in the future, how serious a problem do you think it will be for [country]?",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all,concern,q1,c(1:2)
arabb5,problem4,q108_1,c(4:1),How serious a problem do you think the following issues are: climate change,1 a very serious problem 2 a somewhat serious problem 3 not a very serious problem 4 not at all a serious problem,concern,q1002,c(1:2)
arabb7,action_nat_rel3,q546,"c(2,3,1)","Do you think our national government should do more, less, or about the same amount as it is doing right now to deal with climate change?",1 more 2 less 3 about the same,mitigate,q1002,c(1:2)
eb18,concern4,v29,c(4:1),"Finally, more generally, how concerned or worried are you about the following: the possible atmosphere damages affecting the world's weather brought about by the gas (carbon dioxide) emitted from burning coal and oil products",1 a great deal / 2 a fair amount / 3 not very much / 4 not at all,concern,v66,c(1:2)
eb29,concern4,v169,c(4:1),"Finally, more generally, how concerned or worried are you about the following: the possible atmosphere damages affecting the world's weather brought about by the gas (carbon dioxide) emitted from burning coal and oil products",1 a great deal / 2 a fair amount / 3 not very much / 4 not at all,concern,v426,c(1:2)
eb37,concern4,v453,c(4:1),"Are you very worried, somewhat worried, not very worried or not at all worried about the following problems? global warming",1 very worried 2 somewhat worried 3 not very worried 4 not worried at all,concern,v615,c(1:2)
eb37,env_priority2a,v566,c(2:1),"In June 1992, the United Nations Conference for the Environment and Development will be held in Rio de Janeiro, Brazill. In your opinion, should this conference concern itself with the following problems, or not? Global warming",1 yes should 2 no should not,concern,v615,c(1:2)
eb431,concern4,v138,c(4:1),"Are you very worried, somewhat worried, not very worried or not at all worried about the following problems? global warming",1 very worried 2 somewhat worried 3 not very worried 4 not worried at all,concern,v441,c(1:2)
eb511,concern4,v47,c(4:1),"At present, are you very worried, somewhat worried, not very worried or not at all worried about the following? Global warming (greenhouse effect)",1 very worried / 2 fairly worried / 3 not very worried / 4 not at all worried,concern,v358,c(1:2)
eb511,concern_trend3,v56,"c(2,3,1)","And, for each of these, would you say that you are more worried or less worried than 5 years ago? Global warming (greenhouse effect)",1 more worried / 2 less worried / 3 neither more nor less worried,concern,v358,c(1:2)
eb511,harm_health3,v93,c(1:3),To what extent do you believe that the following could affect your health in the future? Climate change,1 not at all / 2 a little / 3 a lot,concern,v358,c(1:2)
eb57,concern_urgent2,v100,c(2:1),Global warming and climate change are serious issues which need immediate action,"1 yes, it is the case / 2 no, it is not the case",concern,v510,c(1:2)
eb57,cause_oil2,v101,c(2:1),"The use of fossil fuels (coal, oil, gas, etc.) contributes significantly to global warming and climate change","1 yes, it is the case / 2 no, it is not the case",cause,v510,c(1:2)
eb57,cause_nuclear2,v102,c(1:2),Nuclear power contributes significantly to global warming and climate change,"1 yes, it is the case / 2 no, it is not the case",cause,v510,c(1:2)
eb57,cause_transport2,v103,c(2:1),Transport is largely responsible for global warming and climate change,"1 yes, it is the case / 2 no, it is not the case",cause,v510,c(1:2)
eb57,cause_methane2,v105,c(2:1),"The use of natural gas contributes to environmental problems, but less than oil","1 yes, it is the case / 2 no, it is not the case",cause,v510,c(1:2)
eb57,cause_fusion2,v115,c(1:2),"Nuclear energy is currently produced by fission or the splitting of heavy atoms. Another option being developed is nuclear fusion, which involves the merging of light atoms. Do you think that power stations using nuclear fusion: Would contribute significantly to global warming?",1 yes / 2 no,cause,v510,c(1:2)
eb57,curious_renewables2,v120,c(0:1),Which of the following would you like to know more about? How to use renewable energy sources such as solar power or wind at home,0 not mentioned / 1 mentioned,other,v510,c(1:2)
eb57,research_renewables2,v150,c(0:1),On which of the following areas do you think energy-related research and development will have a strong impact? Reduction of greenhouse gas emissions that contribute to global warming and climate change,0 not mentioned / 1 mentioned,other,v510,c(1:2)
eb58,concern4,v568,c(4:1),"At present, are you very worried, fairly worried, not very worried or not at all worried about the following topics? Climate change",1 very worried / 2 fairly worried / 3 not very worried / 4 not at all worried,concern,v701,c(1:2)
eb58,informed4,v592,c(4:1),"For each of these topics, can you tell me if you feel very well, fairly well, fairly badly or very badly informed? Climate change",1 very well / 2 fairly well / 3 fairly badly / 4 very badly,other,v701,c(1:2)
eb621,env_definition2,as.numeric(v270 == 5),c(0:1),"When people talk about ""the environment"", which of the following do you think of first? Climate change",0 not mentioned / 1 mentioned,concern,v585,c(1:2)
eb621,env_priority2,v271,c(0:1),"From the following list, please list the five main environmental issues that you are worried about? Climate change",0 not mentioned / 1 mentioned,concern,v585,c(1:2)
eb672,concern_urgent4,v311,c(4:1),"Overall, thinking about global warming, do you think that it is a matter that should be dealt with by the European Union urgently or not? It should be dealt with by the European Union...",1 very urgently / 2 fairly urgently / 3 not really urgently / 4 not at all urgently,concern,v548,c(1:2)
eb672,policy_carbon4a,v312,c(4:1),"More precisely, please tell me to what extent do you agree or disagree with the following statement about climate change: The European Union should urgently put new policies in place to reduce greenhouse gas emission by at least 20% by 2020",1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,mitigate,v548,c(1:2)
eb681,policy_priority2,v271,c(0:1),"The European Parliament defends the development of certain policies at European Union level. In your opinion, which of the following policies should be given priority? Combating effectively climate change",0 not mentioned / 1 mentioned,mitigate,v420,c(1:2)
eb682,env_definition2,as.numeric(v475 == 5),c(0:1),"When people talk about ""the environment"", which of the following do you think of first? Climate change",0 not mentioned / 1 mentioned,concern,v618,c(1:2)
eb682,env_priority2,v477,c(0:1),"From the following list, please list the five main environmental issues that you are worried about? Climate change",0 not mentioned / 1 mentioned,concern,v618,c(1:2)
eb692,election_priority2,v525,c(0:1),"For you, among the following themes, which are the ones that the electoral campaign for the next European elections should concentrate on firstly? The fight against climate change",0 not mentioned / 1 mentioned,other,v767,c(1:2)
eb692,election_priority2a,v542,c(0:1),"For you, among the following themes, which are the ones that the electoral campaign for the next European elections should concentrate on? The fight against climate change",0 not mentioned / 1 mentioned,other,v767,c(1:2)
eb692,problem_priority2,v695,c(0:1),"In your opinion, which of the following do you consider to be the most serious problem currently facing the world as a whole? Firstly? Climate change",0 not mentioned / 1 mentioned,concern,v767,c(1:2)
eb692,concern10,v707,c(1:10),And how serious a problem do you think climate change is at this moment?,1 not a serious problem at all / 23456789 / 10 an extremely serious problem,concern,v767,c(1:2)
eb692,informed_causes4,v709,c(4:1),"Personally, do you think that you are well informed or not about…? The different causes of climate change",1 very well informed / 2 fairly well informed / 3 not very well informed / 4 not at all informed,other,v767,c(1:2)
eb692,informed_consequences4,v710,c(4:1),"Personally, do you think that you are well informed or not about…? The different consequences of climate change",1 very well informed / 2 fairly well informed / 3 not very well informed / 4 not at all informed,other,v767,c(1:2)
eb692,informed_mitigation4,v711,c(4:1),"Personally, do you think that you are well informed or not about…? Ways in which we can fight climate change",1 very well informed / 2 fairly well informed / 3 not very well informed / 4 not at all informed,other,v767,c(1:2)
eb692,action_nat_rel3,v712,c(1:3),"In your opinion, are each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change? The [nationality] government",1 doing too much / 2 doing about the right amount / 3 not doing enough,mitigate,v767,c(1:2)
eb692,action_eu_rel3,v713,c(1:3),"In your opinion, are each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change? The European Union",1 doing too much / 2 doing about the right amount / 3 not doing enough,mitigate,v767,c(1:2)
eb692,action_industry_rel3,v714,c(1:3),"In your opinion, are each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change? Industry",1 doing too much / 2 doing about the right amount / 3 not doing enough,mitigate,v767,c(1:2)
eb692,action_citizens_rel3,v715,c(1:3),"In your opinion, are each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change? Citizens themselves",1 doing too much / 2 doing about the right amount / 3 not doing enough,mitigate,v767,c(1:2)
eb692,helpless4,v720,c(1:4),"Climate change is an unstoppable process, we cannot do anything about it",1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,mitigate,v767,c(1:2)
eb692,denial4,v721,c(1:4),The seriousness of climate change has been exaggerated,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,concern,v767,c(1:2)
eb692,denial_carbon4,v722,c(1:4),Emission of CO2 (Carbon dioxide) has only a marginal impact on climate change,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,cause,v767,c(1:2)
eb692,mitigation_growth4,v723,c(4:1),Fighting climate change can have a positive impact on the European economy,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,benefit,v767,c(1:2)
eb692,biofuel4,v724,c(4:1),"Alternative fuels, such as ""bio fuels"", should be used to reduce greenhouse gas emissions",1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,mitigate,v767,c(1:2)
eb692,cost8,v757,"c(8,1:7)","Personally, how much would you be prepared to pay more for energy produced from sources that emit less greenhouse gases in order to fight the climate change? In average, how much, in percent, would you be ready to pay more?",1 1-5% / 2 6-10% / 3 11-20% / 4 21-30% / 5 31-40% /  6 41-50% / 7 More than 50% / 8 No,other,v767,c(1:2)
eb692,policy_emissions3,v758,c(1:3),"The European Union has the objective of reducing its greenhouse gas emissions by at least 20% by 2020 compared to 1990. Thinking about this objective, would you say that it is too ambitious, about right or too modest?",1 too ambitious / 2 about right / 3 too modest,mitigate,v767,c(1:2)
eb692,policy_emissions3a,v759,c(1:3),"In order to limit the impact of climate change, the EU is also proposing an international agreement which would commit the major world economies to a target of 30% reduction of greenhouse gas emissions by 2020 compared to 1990. Thinking about this objective, would you say that it is too ambitious, about right or too modest?",1 too ambitious / 2 about right / 3 too modest,mitigate,v767,c(1:2)
eb692,policy_mandate3,v760,c(1:3),"The European Union has the objective of increasing the share of renewable energy to 20% by 2020. Thinking about this objective, would you say that it is too ambitious, about right or too modest?",1 too ambitious / 2 about right / 3 too modest,mitigate,v767,c(1:2)
eb711,priority_eu2,v377,c(0:1),"The European Parliament promotes the development of certain policies at the EU level.  In your opinion, which of the following policies should be given priority? Combating climate change",0 not mentioned 1 mentioned,mitigate,v644,c(1:2)
eb711,top3_challenge2,v511,c(0:1),"In your opinion, which of the following do you consider to be the most serious problem currently facing the world as a whole: climate change",0 not mentioned 1 mentioned,concern,v644,c(1:2)
eb711,concern10,v522,c(1:10),And how serious a problem do you think climate change is at this moment?,1 Not at all a serious problem / 23456789 / 10 An extremely serious problem,concern,v644,c(1:2)
eb711,helpless4,v526,c(1:4),"Climate change is an unstoppable process, we cannot do anything about it",1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,mitigate,v644,c(1:2)
eb711,denial4,v527,c(1:4),The seriousness of climate change has been exaggerated,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,concern,v644,c(1:2)
eb711,denial_carbon4,v528,c(1:4),Emissions of CO2 (Carbon dioxide) have only a marginal impact on climate change,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,cause,v644,c(1:2)
eb711,mitigation_growth4,v529,c(4:1),Fighting climate change can have a positive impact on the European economy,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,v644,c(1:2)
eb711,alternate_fuels4a,v530,c(4:1),"Alternative fuels, such as ""bio fuels"", should be used to reduce greenhouse gas emissions",1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,mitigate,v644,c(1:2)
eb711,taken_action4,v531,c(4:1),You personally have taken actions aimed at helping to fight climate change,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,other,v644,c(1:2)
eb721,top3_challenge2,v374,c(0:1),"In your opinion, which of the following do you consider to be the most serious problem currently facing the world as a whole: climate change",0 not mentioned 1 mentioned,concern,v441,c(1:2)
eb721,concern10,v385,c(1:10),And how serious a problem do you think climate change is at this moment?,1 Not at all a serious problem / 23456789 /  10 An extremely serious problem,concern,v441,c(1:2)
eb721,action_nat_rel3,v387,c(1:3),"In your opinion, is each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change? The (NATIONALITY) Government",1 doing too much 2 doing about the right amount 3 not doing enough,mitigate,v441,c(1:2)
eb721,action_eu_rel3,v388,c(1:3),"In your opinion, is each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change? The European Union",1 doing too much 2 doing about the right amount 3 not doing enough,mitigate,v441,c(1:2)
eb721,action_local_rel3,v389,c(1:3),"In your opinion, is each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change? Regional and local authorities",1 doing too much 2 doing about the right amount 3 not doing enough,mitigate,v441,c(1:2)
eb721,action_industry_rel3,v390,c(1:3),"In your opinion, is each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change? Corporations and industry",1 doing too much 2 doing about the right amount 3 not doing enough,mitigate,v441,c(1:2)
eb721,action_citizens_rel3,v391,c(1:3),"In your opinion, is each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change? Citizens themselves",1 doing too much 2 doing about the right amount 3 not doing enough,mitigate,v441,c(1:2)
eb721,helpless4,v392,c(1:4),"Climate change is an unstoppable process, we cannot do anything about it",1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,mitigate,v441,c(1:2)
eb721,denial4,v393,c(1:4),The seriousness of climate change has been exaggerated,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,concern,v441,c(1:2)
eb721,denial_carbon4a,v394,c(1:4),Emissions of CO2 (Carbon dioxide) and other greenhouse gases have only a marginal impact on climate change,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,cause,v441,c(1:2)
eb721,denial_carbon4,v395,c(1:4),Emissions of CO2 (Carbon dioxide) have only a marginal impact on climate change,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,cause,v441,c(1:2)
eb721,mitigation_growth4,v396,c(4:1),Fighting climate change can have a positive impact on the European economy,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,v441,c(1:2)
eb721,alternate_fuels4a,v397,c(4:1),"Alternative fuels, such as ""bio fuels"", should be used to reduce greenhouse gas emissions",1 totally in favor 2 fairly in favor 3 fairly opposed 4 totally opposed,mitigate,v441,c(1:2)
eb721,alternate_fuels4b,v398,c(4:1),Alternative fuels should be used to reduce greenhouse gas emissions,1 totally in favor 2 fairly in favor 3 fairly opposed 4 totally opposed,mitigate,v441,c(1:2)
eb721,taken_action4,v399,c(4:1),You personally have taken actions aimed at helping to fight climate change,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,other,v441,c(1:2)
eb721,cost8,v416,"c(0:7); case_match(t_data$v416, 9 ~ 0 , .default = t_data$v416 - 1)","Personally, how much would you be prepared to pay more for energy produced from sources that emit less greenhouse gases in order to fight the climate change?",1 0% 2 1-5% 3 6-10% 4 11-20% 5 21-30% 6 31-40% 7 41-50% 8 more than 50% 9 No,other,v441,c(1:2)
eb742,top2_country_challenge2,v170,c(0:1),What do you think are the two most important issues facing (OUR COUNTRY) at the moment? Climate change,0 not mentioned 1 climate change,concern,v602,c(1:2)
eb742,top2_personal_challenge2,v188,c(0:1),What do you think are the two most important issues you are facing at the moment? Climate change,0 not mentioned 1 climate change,concern,v602,c(1:2)
eb742,top2_eu_challenge2,v276,c(0:1),What do you think are the two most important issues facing the EU at the moment? Climate change,0 not mentioned 1 climate change,concern,v602,c(1:2)
eb742,refocus_research2,v447,c(0:1),"Thinking about innovation, what do you think should be the EU's priority? Refocus research on new challenges such as cllimate change, energy and resource efficiency",0 not mentioned 1 mentioned,mitigate,v602,c(1:2)
eb751,favor_solar4,v428,c(4:1),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Solar energy,1 totally in favor 2 fairly in favor 3 fairly opposed 4 totally opposed,mitigate,v103,c(1:2)
eb751,favor_wind4,v429,c(4:1),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Wind energy,1 totally in favor 2 fairly in favor 3 fairly opposed 4 totally opposed,mitigate,v103,c(1:2)
eb751,favor_hydro4,v430,c(4:1),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Hydroelectric energy,1 totally in favor 2 fairly in favor 3 fairly opposed 4 totally opposed,mitigate,v103,c(1:2)
eb751,favor_biomass4,v431,c(4:1),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Biomass energy,1 totally in favor 2 fairly in favor 3 fairly opposed 4 totally opposed,mitigate,v103,c(1:2)
eb751,favor_coal4,v432,c(1:4),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)?  Coal,1 totally in favor 2 fairly in favor 3 fairly opposed 4 totally opposed,mitigate,v103,c(1:2)
